ITEM #,CATEGORY,Name,DESCRIPTION,DIMENSIONS   (W x H x L),WS PRICE,MSRP,STRAP LENGTH, COLLECTION ,UPC CODE
7405404,Handbag,Small Tan 2-tone Coach,"Small single compartment coach with snap closure. Inside has 2 pouches.  Handbag includes adjustable/detachable strap. Hand tooled vegetable tanned cream leather body that is hand-rubbed a second time with medium brown stain to create a two-tone effect, and trimmed with tan brown hand tooled leather. Accented with silver spots, a striking buckle set, and leather lacing. Each handbag features a silver signature keepsake and includes a protective storage bag. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",9.5 x 7 x 5.5,$79.00,$158.00,"21-24"" drop plus handles",Vintage Treasures,671893041694
7410404,Handbag,Small Mahogany Coach,"Small single compartment coach with snap closure. Inside has 2 pouches.  Handbag includes adjustable/detachable strap. Hand tooled vegetable tanned mahogany leather. Accented with silver spots, a striking buckle set, and leather lacing. Each handbag features a silver signature keepsake and includes a protective storage bag. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",9.5 x 7 x 5.5,$79.00,$158.00,"21-24"" drop plus handles",Vintage Treasures,671893041700
7420404,Handbag,Small Black Coach,"Small single compartment coach with snap closure. Inside has 2 pouches.  Handbag includes adjustable/detachable strap. Hand tooled vegetable tanned black leather. Accented with silver spots, a striking buckle set, and leather lacing. Each handbag features a silver signature keepsake and includes a protective storage bag. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",9.5 x 7 x 5.5,$79.00,$158.00,"21-24"" drop plus handles",Vintage Treasures,671893041717
7430404,Handbag,Small Natural Coach,"Small single compartment coach with snap closure. Inside has 2 pouches.  Handbag includes adjustable/detachable strap. Hand tooled vegetable tanned natural leather. Accented with silver spots, a striking buckle set, and leather lacing. Each handbag features a silver signature keepsake and includes a protective storage bag. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",9.5 x 7 x 5.5,$79.00,$158.00,"21-24"" drop plus handles",Vintage Treasures,671893041724
7478404,Handbag,Small Turquoise and Brown Coach,"Small single compartment coach with snap closure. Inside has 2 pouches.  Handbag includes adjustable/detachable strap. Hand tooled vegetable tanned turquoise leather body that is hand-rubbed a second time with dark brown stain to create a two-tone effect, and trimmed with dark brown hand tooled leather. Accented with silver spots, a striking buckle set, and leather lacing. Each handbag features a silver signature keepsake and includes a protective storage bag. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",9.5 x 7 x 5.5,$79.00,$158.00,"21-24"" drop plus handles",Vintage Treasures,671893041731
7482404,Handbag,Small Eggplant Purple Coach,"Small single compartment coach with snap closure. Inside has 2 pouches.  Handbag includes adjustable/detachable strap. Hand tooled vegetable tanned eggplant purple leather. Accented with silver spots, a striking buckle set, and leather lacing. Each handbag features a silver signature keepsake and includes a protective storage bag. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",9.5 x 7 x 5.5,$79.00,$158.00,"21-24"" drop plus handles",Vintage Treasures,671893041748
8540274,Handbag,3 Compartment Tote with side pockets,"Three compartment tote with side pockets. Inside has main compartment with zipper closure, and compartments on either side with magnetic snap closure. Inside has a zipper compartment and two pouches. Hand-tooled vegetable tanned antique tan brown leather, cut in a scroll pattern on top of chocolate brown cowhide leather, and accented with contrast stitching and antiqued silver spots. Each handbag features a silver signature keepsake and includes a protective storage bag. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee","12 x 10 x 4.5""",$127.00,$254.00,"11"" drop",Victorian Grace,671893042851
8540282,Ladies' Wallet,Ladies' Tri-Fold Wallet,"Ladies tri-fold wallet with snap closure. Inside contains flap for checkbook, 13 card slots, 5 compartments. Back has zipper coin pocket. Hand-tooled vegetable tanned antique tan brown leather, cut in a scroll pattern on top of chocolate brown cowhide leather, and accented with contrast stitching and antiqued silver spots. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",7.5 x 4,$38.00,$76.00,N/A,Victorian Grace,671893040550
8540394,Ladies' Accessory,Ladies' Accessory Case,"Ladies' Zipper Accessory Case. Inside is fully lined with plastic. Hand-tooled vegetable tanned antique tan brown leather, cut in a scroll pattern on top of chocolate brown cowhide leather, and accented with contrast stitching and antiqued silver spots. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",9 x 4.5 x 3,$32.00,$64.00,N/A,Victorian Grace,671893042868
8540499,Cell Phone Case,Small Cell Phone Case,"Cell Phone Case made to fit phone up to 4"" tall. Velcro closure on flap. Durable metal belt clip on back. Hand-tooled vegetable tanned antique tan brown leather, cut in a scroll pattern on top of chocolate brown cowhide leather, and accented with contrast stitching and antiqued silver spots. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",2.5 x 4.5 x 1.5,$21.00,$42.00,N/A,Victorian Grace,671893040581
8540620,Handbag,Zip-Top Everyday Hobo with 2 Side Pockets,"Zip-top hobo with two side pockets and adjustable strap. Inside has a zipper compartment and two pouches. Hand-tooled vegetable tanned antique tan brown leather, cut in a scroll pattern on top of chocolate brown cowhide leather, and accented with contrast stitching and antiqued silver spots. Each handbag features a silver signature keepsake and includes a protective storage bag. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",9.5 x 8 x 4.5 ,$89.00,$178.00,"12-14"" drop",Victorian Grace,671893040598
8540642,Handbag,Large 3 Compartment Shopper,"Large 3 compartment shopper. Inside has middle zipper compartment, and two open compartments on either side.  Flap over top snaps shut. Inside has zipper pocket and two pouches. Hand-tooled vegetable tanned antique tan brown leather, cut in a scroll pattern on top of chocolate brown cowhide leather, and accented with contrast stitching and antiqued silver spots. Each handbag features a silver signature keepsake and includes a protective storage bag. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",14 x 10 x 5,$119.00,$238.00,"12"" drop",Victorian Grace,671893042875
8540651,Handbag,Zip-Around East-West Tote,"Zip-Around East-West Tote. Inside has zipper compartment and two pouches. Hand-tooled vegetable tanned antique tan brown leather, cut in a scroll pattern on top of chocolate brown cowhide leather, and accented with contrast stitching and antiqued silver spots. Each handbag features a silver signature keepsake and includes a protective storage bag. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",14.5 x 8.5 x 5,$99.00,$198.00,"11"" drop",Victorian Grace,671893040604
8540682,Ladies' Accessory,Wallet with Adjustable Strap,"Ladies Hipster Wallet with adjustable, detachable shoulder strap. Inside has two large compartments, a zipper compartment, 10 credit card compartments, and 2 clear ID windows. Hand-tooled vegetable tanned antique tan brown leather, cut in a scroll pattern on top of chocolate brown cowhide leather, and accented with contrast stitching and antiqued silver spots. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",8 x 4 x 1.5,$49.00,$98.00,"27 - 29"" drop",Victorian Grace,671893042882
8540690,Dayplanner,Dayplanner/Address Book with Insert,"Zip-Around Dayplanner and address book with re-orderable daily planner and tabbed contact organizer. Inside has 6 flap pockets, 1 zipper compartment, 1 large pocket, and pen holder. Hand-tooled vegetable tanned antique tan brown leather, cut in a scroll pattern on top of chocolate brown cowhide leather, and accented with contrast stitching and antiqued silver spots. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",8 x 10 x 1,$60.00,$120.00,N/A,Victorian Grace,671893040611
8540691,Dayplanner,Small Dayplanner with Insert,"Small dayplanner with reorderable daily planner. Hand-tooled vegetable tanned antique tan brown leather, cut in a scroll pattern on top of chocolate brown cowhide leather, and accented with contrast stitching and antiqued silver spots. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",6 x 9,$37.00,$74.00,N/A,Victorian Grace,671893042899
8540790,Gift,"Small Address Book, Checkbook Holder","Small address book/checkbook cover with contact organizer. Hand-tooled vegetable tanned antique tan brown leather, cut in a scroll pattern on top of chocolate brown cowhide leather, and accented with contrast stitching and antiqued silver spots. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",4 x 7,$27.00,$54.00,N/A,Victorian Grace,671893042905
8540882,Ladies' Wallet,Ladies' Tri-Fold French Wallet,"Ladies tri-fold french wallet with snap closure. Inside contains 8 card slots, clear ID window, and 7 compartments. Back has zipper coin pocket. Hand-tooled vegetable tanned antique tan brown leather, cut in a scroll pattern on top of chocolate brown cowhide leather, and accented with contrast stitching and antiqued silver spots. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",5 x 4,$31.00,$62.00,N/A,Victorian Grace,671893040628
8565069,Briefcase,3 Compartment Briefcase with 2 Front Pouches and Laptop Compartment,"3 Compartment Briefcase with two front pouches and Laptop compartment. Inside contains organizing pockets and a padded compartment for safely storing a laptop. Briefcase includes adjustable/detachable shoulder strap. Flap on back to slip briefcase over luggage handles. Hand tooled vegetable tanned antique brown leather decorated with antiqued silver spots, leather lacing, and silver star buckle sets and conchos. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",16 x 11.5 x 6,$229.00,$458.00,N/A,Retro Romance ,671893036973
8565178,Briefcase,2 Compartment Briefcase with 2 Front Pockets,"Two compartment briefcase with two front pouches and back zipper pocket. Inside has zipper pocket and organizer pouches. Briefcase includes adjustable/detachable shoulder strap. Snap closure on both pockets. Hand tooled vegetable tanned antique brown leather decorated with antiqued silver spots, leather lacing, and silver star buckle sets and conchos. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",15.5 x 12 x 4,$194.50,$389.00,N/A,Retro Romance ,671893033705
8565264,Luggage,Dop/Shaving Kit,"Dop/Shaving Kit. Inside has plastic lining and organized compartments. Hand tooled vegetable tanned antique brown leather decorated with antiqued silver spots, leather lacing, and a silver star buckle set. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",10 x 6.5 x 4,$67.00,$134.00,N/A,Retro Romance ,671893033712
8565270,Ladies' Wallet,Flap Wallet,"Ladies flap wallet with snap closure. Inside has three large compartments, a zipper compartment, 10 credit card compartments, and 2 clear ID windows. Hand-tooled vegetable tanned antique brown leather decorated with antiqued silver spots, leather lacing, and a silver star concho. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",7.5 x 4,$36.00,$72.00,N/A,Retro Romance ,671893042912
8565282,Ladies' Wallet,Ladies' Tri-Fold Wallet,"Ladies tri-fold wallet with snap closure. Inside contains flap for checkbook, 13 card slots, 5 compartments. Back has zipper coin pocket. Hand-tooled vegetable tanned antique brown leather decorated with antiqued silver spots, leather lacing, and a silver star concho. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",7.5 x 4,$34.00,$68.00,N/A,Retro Romance ,671893020668
8565285,Handbag,Zip-Top Shoulder Bag,"Zip top shoulder bag with an adjustable shoulder strap. Inside has a zipper compartment and two pouches. Hand-tooled vegetable tanned antique brown leather decorated with antiqued silver spots, leather lacing, and a silver star concho. Each handbag features a silver signature keepsake and includes a protective storage bag. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",13 x 7 x 3.5,$77.00,$154.00,"11-14"" drop",Retro Romance ,671893042929
8565324,Handbag,Zip Top Tote with 3 Outside Pockets,"Zip-top tote with two side pockets and front open pocket with snap. Inside has zipper compartment and two pouches. Hand-tooled vegetable tanned antique brown leather decorated with antiqued silver spots, leather lacing, and a silver star buckle set and concho. Each handbag features a silver signature keepsake and includes a protective storage bag. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",9.5 x 10 x 4,$89.00,$178.00,"11"" drop",Retro Romance ,671893042936
8565353,Briefcase,Zip-Around Briefcase with Back Open Pocket,"Single compartment briefcase. Inside has file divider, zipper pocket and organizer compartments. Large snap pocket on back. Briefcase includes adjustable/removable shoulder strap. Hand tooled vegetable tanned antique brown leather decorated with antiqued silver spots, leather lacing, and a silver star buckle set and concho. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",16 x 11.5 x 3,$134.00,$268.00,N/A,Retro Romance ,671893032746
8565394,Ladies' Accessory,Ladies' Accessory Case,"Ladies' Zipper Accessory Case. Inside is fully lined with plastic. Hand tooled vegetable tanned antique brown leather decorated with antiqued silver spots, leather lacing, and a silver star concho. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",9 x 4.5 x 3,$29.00,$58.00,N/A,Retro Romance ,671893033736
8565404,Handbag,Small Coach,"Small single compartment coach with snap closure on buckle. Inside pouch.  Handbag includes adjustable/detachable strap. Hand tooled vegetable tanned antique brown leather decorated with antiqued silver spots, leather lacing, and a silver star buckle set and concho. Each handbag features a silver signature keepsake and includes a protective storage bag. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",9.5 x 7 x 5.5,$79.00,$158.00,"21-24"" drop",Retro Romance ,671893014568
8565499,Cell Phone Case,Small Cell Phone Case,"Cell Phone Case made to fit phone up to 4"" tall. Velcro closure on flap. Durable metal belt clip on back. Hand tooled vegetable tanned antique brown leather decorated with antiqued silver spots, leather lacing, and a silver star concho. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",2.5 x 4.5 x 1.5,$19.00,$38.00,N/A,Retro Romance ,671893032449
8565516,Backpack,Large Drawstring Backpack with Front Pockets,"Large drawstring backpack with 2 front pockets and adjustable shoulder straps. Back of backpack has another zipper compartment and a comfortable handle. Hand tooled vegetable tanned antique brown leather decorated with antiqued silver spots, leather lacing, and a silver star concho. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",12 x 14 x 6,$129.00,$258.00,2 long adjustable straps,Road Trip,671893040635
8565620,Handbag,Zip-Top Everyday Hobo with 2 Side Pockets,"Zip-top hobo with side pockets and adjustable strap. Inside has zipper compartment and two pouches. Hand tooled vegetable tanned antique brown leather decorated with antiqued silver spots, leather lacing, and a silver star buckle set and concho. Each handbag features a silver signature keepsake and includes a protective storage bag. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",9.5 x 8 x 4.5 ,$89.00,$178.00,"10"" drop",Retro Romance ,671893032456
8565642,Handbag,Large 3 Compartment Shopper,"Large 3 compartment shopper. Inside has middle zipper compartment, and two open compartments on either side.  Flap over top snaps shut. Inside has zipper pocket and two pouches. Hand tooled vegetable tanned antique brown leather decorated with antiqued silver spots, leather lacing, and a silver star buckle set and concho. Each handbag features a silver signature keepsake and includes a protective storage bag. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",14 x 10 x 5,$99.00,$198.00,"11"" drop",Retro Romance ,671893032463
8565690,Dayplanner,Dayplanner/Address Book with Insert,"Zip-Around Dayplanner and address book with re-orderable daily planner and tabbed contact organizer. Inside has 6 flap pockets, 1 zipper compartment, 1 large pocket, and pen holder. Hand-tooled vegetable tanned antique brown leather decorated with antiqued silver spots, leather lacing, and a silver star concho. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",8 x 10 x 1,$54.00,$108.00,N/A,Retro Romance ,671893032487
8565691,Dayplanner,Small Dayplanner with Insert,"Small dayplanner with reorderable daily planner. Hand-tooled vegetable tanned antique brown leather decorated with antiqued silver spots, leather lacing, and a silver star concho. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",6 x 9,$32.00,$64.00,N/A,Retro Romance ,671893032494
8565721,Luggage,Zip Around Rodeo Bag with Front Pouch and Side Zipper Pockets,"Rodeo bag with zip around top flap. Zipper compartments on each end of the bag and open pockets on the side compartments. Front pouch with snap closure. Luggage includes adjustable/removable shoulder strap. Hand tooled vegetable tanned antique brown leather decorated with antiqued silver spots, leather lacing, and a silver star buckle set and concho. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",22 x 11 x 10,$212.50,$425.00,N/A,Retro Romance ,671893033774
8565736,Luggage,Boot Bag,"Zip-Around Boot bag. Front pouch with snap closure. Individual zip compartment for each boot. Hand tooled vegetable tanned antique brown leather decorated with antiqued silver spots, leather lacing, and a silver star buckle set and concho. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",13 x 17 x 8,$122.50,$245.00,N/A,Retro Romance ,671893033781
8565739,Luggage,Duffel Bag,"Single compartment duffel bag with zipper closure. Inside has zipper pocket and pouches. Two front compartments have sliding clasp closure. Luggage includes adjustable/detachable shoulder strap.  Hand tooled vegetable tanned antique brown leather decorated with antiqued silver spots, leather lacing, and a silver star buckle set and concho. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",18 x 13 x 10,$199.00,$398.00,N/A,Retro Romance ,671893033798
8565790,Gift,"Small Address Book, Checkbook Holder","Small address book/checkbook cover with contact organizer. Hand-tooled vegetable tanned antique brown leather decorated with antiqued silver spots, leather lacing, and a silver star concho. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",4 x 7,$24.00,$48.00,N/A,Retro Romance ,671893032517
8565799,New cell phone case,"Camera, PDA, Mp3 Player, Cell Phone Case","Small Case made to fit MP3 Players, digital cameras, PDAs, and cell phones. Snap closure on flap. Durable metal belt clip on back. Hand-tooled vegetable tanned antique brown leather decorated with antiqued silver spots, leather lacing, and a silver star concho. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",3.25 x 5 x 1,$21.00,$42.00,N/A,Retro Romance ,671893036997
8565882,Ladies' Wallet,Ladies' Tri-Fold French Wallet,"Ladies tri-fold french wallet with snap closure. Inside contains 8 card slots, clear ID window, and 7 compartments. Back has zipper coin pocket. Hand tooled vegetable tanned antique brown leather decorated with antiqued silver spots, leather lacing, and a silver star concho. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",5 x 4,$31.00,$62.00,N/A,Retro Romance ,671893042943
8565910,Briefcase,Laptop Briefcase,"Laptop briefcase. Padded main compt, straps to hold laptop in place. Inside flap pockets. Back zipper file & flap pocket. Front pocket with inside pouch, sliding clasp closure. Briefcase includes adjustable/detachable shoulder strap. Hand tooled vegetable tanned antique brown leather decorated with antiqued silver spots, leather lacing, and a silver star buckle set and concho. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",16 x 12 x 4,$212.50,$425.00,N/A,Retro Romance ,671893033835
8802647,Handbag,Zip-Top Bucket Tote,"Zip-Top Bucket Tote with back zipper compartment. Inside has a zipper compartment and two pouches. Hand tooled vegetable tanned antique brown leather, trimmed with cream colored chrome leather. Each handbag features a silver signature keepsake and includes a protective storage bag. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",13 x 9 x 3.5,$84.00,$168.00,"11"" drop",Sonoma Skies,671893041489
8805647,Handbag,Zip-Top Bucket Tote,"Zip-Top Bucket Tote with back zipper compartment. Inside has a zipper compartment and two pouches. Hand-tooled vegetable tanned antique brown leather with antique turquoise leather trim. Accented with multi-colored floral decorations and stitch design, and features a silver floral concho. Each handbag features a silver signature keepsake and includes a protective storage bag. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",13 x 9 x 3.5,$84.00,$168.00,"11"" drop",Sonoma Skies,671893041519
8806647,Handbag,Zip-Top Bucket Tote,"Zip-Top Bucket Tote with back zipper compartment. Inside has a zipper compartment and two pouches. Hand-tooled vegetable tanned chocolate brown leather body with hand tooled patches in earthy brown tones. Each handbag features a silver signature keepsake and includes a protective storage bag. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",13 x 9 x 3.5,$84.00,$168.00,"11"" drop",Sonoma Skies,671893041526
9220282,Ladies' Wallet,Ladies' Tri-Fold Wallet,"Ladies tri-fold wallet with snap closure. Inside contains flap for checkbook, 13 card slots, 5 compartments. Back has zipper coin pocket. Hand-tooled vegetable tanned shiny black leather accented with sparkling crystal spots, silver spots, and exclusive cross conchos. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",7.5 x 4,$38.00,$76.00,N/A,Rock Star,671893040956
9220283,Handbag,Drawstring Hobo with Front and Side Pockets,"Drawstring Hobo with four outside pockets and an adjustable strap. Inside has a zipper pocket and two pouches. Hand-tooled vegetable tanned shiny black leather accented with sparkling crystal spots, silver spots, and exclusive cross conchos. Body is made of soft pebble chrome black leather. Each handbag features a silver signature keepsake and includes a protective storage bag. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",11 x 9 x 5,$99.00,$198.00,"13 - 15"" drop",Rock Star,671893040963
9220324,Handbag,Zip-Top Everyday Tote with Open Pockets,"Zip-top tote with two side pockets and front open pocket with snap. Inside has zipper compartment and two pouches. Hand-tooled vegetable tanned shiny black leather accented with sparkling crystal spots, silver spots, and exclusive cross conchos. Body is made of soft pebble chrome black leather. Each handbag features a silver signature keepsake and includes a protective storage bag. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",9.5 x 10 x 4,$99.00,$198.00,"10"" drop",Rock Star,671893040970
9220338,Handbag,Small Zip-Top Satchel,"Small zip-top Satchel. Inside has zipper compartment and two pouches. Hand-tooled vegetable tanned shiny black leather accented with sparkling crystal spots, silver spots, and exclusive cross conchos. Body is made of soft pebble chrome black leather. Each handbag features a silver signature keepsake and includes a protective storage bag. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",11 x 7 x 4,$94.50,$189.00,"10"" drop",Rock Star,671893042950
9220499,Cell Phone Case,Small Cell Phone Case,"Cell Phone Case made to fit phone up to 4"" tall. Velcro closure on flap. Durable metal belt clip on back. Hand-tooled vegetable tanned shiny black leather accented with sparkling crystal spots, silver spots, and an exclusive cross concho. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",2.5 x 4.5 x 1.5,$21.00,$42.00,N/A,Rock Star,671893040987
9220560,Handbag,Zip Top Tote,"Zip Top Tote. Inside has zipper pocket and two pouches. Hand-tooled vegetable tanned shiny black leather accented with sparkling crystal spots, silver spots, and exclusive cross conchos. Each handbag features a silver signature keepsake and includes a protective storage bag. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",12 x 11 x 5,$104.00,$208.00,"11"" drop ",Boot Scoot Boogie,671893042967
9220651,Handbag,Zip-Around East-West Tote,"Zip-Around East-West Tote. Inside has zipper compartment and two pouches. Back open slip pocket. Hand-tooled vegetable tanned shiny black leather accented with sparkling crystal spots, silver spots, and exclusive cross conchos. Body is made of soft pebble chrome black leather. Each handbag features a silver signature keepsake and includes a protective storage bag. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",14.5 x 8.5 x 5,$104.00,$208.00,"11"" drop",Rock Star,671893040994
9220682,Ladies' Accessory,Wallet with Adjustable Strap,"Ladies Hipster Wallet with adjustable, detachable shoulder strap. Inside has two large compartments, a zipper compartment, 10 credit card compartments, and 2 clear ID windows. Hand-tooled vegetable tanned shiny black leather accented with sparkling crystal spots, silver spots, and exclusive cross conchos. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",8 x 4 x 1.5,$49.00,$98.00,"27 - 29"" drop",Rock Star,671893042974
9220690,Dayplanner,Dayplanner/Address Book with Insert,"Zip-Around Dayplanner and address book with re-orderable daily planner and tabbed contact organizer. Inside has 6 flap pockets, 1 zipper compartment, 1 large pocket, and pen holder. Hand-tooled vegetable tanned shiny black leather accented with sparkling crystal spots, silver spots, and exclusive cross conchos. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",8 x 10 x 1,$64.00,$128.00,N/A,Rock Star,671893042981
9220691,Dayplanner,Small Dayplanner with Insert,"Small dayplanner with reorderable daily planner. Hand-tooled vegetable tanned shiny black leather accented with sparkling crystal spots, silver spots, and exclusive cross conchos. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",6 x 9,$37.00,$74.00,N/A,Rock Star,671893042998
9220799,New cell phone case,"Camera, PDA, MP3 Player, Cell Phone Case","Small Case made to fit MP3 Players, digital cameras, PDAs, and cell phones. Snap closure on flap. Durable metal belt clip on back. Hand-tooled vegetable tanned shiny black leather accented with silver spots and an exclusive cross concho. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",3.25 x 5 x 1,$21.00,$42.00,N/A,Rock Star,671893043001
9220882,Ladies' Wallet,Ladies' Tri-Fold French Wallet,"Ladies tri-fold french wallet with snap closure. Inside contains 8 card slots, clear ID window, and 7 compartments. Back has zipper coin pocket. Hand-tooled vegetable tanned shiny black leather accented with sparkling crystal spots, silver spots, and exclusive cross conchos. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",5 x 4,$31.00,$62.00,N/A,Rock Star,671893041014
9550516,Backpack,Large Drawstring Backpack with Front Pockets,"Large drawstring backpack with 2 front pockets and adjustable shoulder straps. Back of backpack has another zipper compartment and a comfortable handle. Hand tooled vegetable tanned rich brown leather and tumbled brown chrome leather. Accented with antiqued silver spots. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",12 x 14 x 6,$129.00,$258.00,2 long adjustable straps,Road Trip,671893040758
051CR25,Men's Wallet,Men's Rodeo Wallet,"Men's rodeo wallet with flap for checkbook. 6 card slots and 3 pockets. Hand-tooled vegetable tanned chocolate brown and antique brown leathers, accented with an exclusive silver scroll cross concho. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",3.5 x 7,$24.50,$49.00,N/A,Men's wallets,671893039325
052CR20,Men's Wallet,Men's Bifold Wallet,"Men's bifold wallet with 6 card slots and removable bifold ID carrier. 2 hidden pockets and 1 bill pocket. Hand tooled vegetable tanned black and antique red leathers, accented with an exclusive silver scroll cross concho. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",4.5 x 3.5,$21.00,$42.00,N/A,Men's wallets,671893039301
CWGRL31,Handbag,Zip Top Tote with 3 Outside Pockets,"Zip-top tote with two side pockets and front open pocket with snap. Inside has zipper compartment and two pouches.  Hand-tooled vegetable tanned antique brown leather, featuring a hand-tooled horse head and horseshoe design in leather, with silver spot accents. Each handbag features a silver signature keepsake and includes a protective storage bag. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",9.5 x 10 x 4,$87.00,$174.00,"10"" drop",Everyday Cowgirl Totes,671893040789
CWGRL39,Dayplanner,Dayplanner/Address Book with Insert,"Zip-Around Dayplanner and address book with re-orderable daily planner and tabbed contact organizer. Inside has 6 flap pockets, 1 zipper compartment, 1 large pocket, and pen holder. Hand-tooled vegetable tanned antique brown leather, featuring a hand-tooled horse head and horseshoe design in leather, with silver spot accents. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",8 x 10 x 1,$60.00,$120.00,N/A,Everyday Cowgirl Totes,671893043018
CWGRL41,Handbag,Zip Top Tote with 3 Outside Pockets,"Zip-top tote with two side pockets and front open pocket with snap. Inside has zipper compartment and two pouches. Hand-tooled vegetable tanned antique brown leather with turquoise leather trim and antiqued silver spot accents. Each handbag features a silver signature keepsake and includes a protective storage bag. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",9.5 x 10 x 4,$87.00,$174.00,"11"" drop",Everyday Cowgirl Totes,671893036584
CWGRL48,Ladies' Wallet,Ladies' Tri-Fold Wallet,"Ladies tri-fold wallet with snap closure. Inside contains flap for checkbook, 13 card slots, 5 compartments. Back has zipper coin pocket. Hand tooled antique brown leather with turquoise leather trim and antiqued silver spot accents. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",7.5 x 4,$34.00,$68.00,N/A,Everyday Cowgirl Totes,671893036591
CWGRL61,Handbag,Zip Top Tote with 3 Outside Pockets,"Zip-top tote with two side pockets and front open pocket with snap. Inside has zipper compartment and two pouches. Hand-tooled vegetable tanned antique brown leather with turquoise and silver spot designs and accents. Each handbag features a silver signature keepsake and includes a protective storage bag. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",9.5 x 10 x 4,$87.00,$174.00,"11"" drop",Everyday Cowgirl Totes,671893036607
